# Time Series: Nisqually 2001 - UNR-058
# Time (s),Acceleration (g's)
93.04,5.723932229660485E-4
93.05,0.002152315010732513
93.06,0.002956575385070335
93.07,0.0027502664008606406
93.08,0.0036774637618350813
93.09,0.004740426139405403
93.1,0.0047294743872780196
93.11,0.005164954393192374
93.12,0.006173127418639393
93.13,0.006357043434812092
93.14,0.006263178557407473
93.15,0.007110797265121116
93.16,0.007834061580662102
93.17,0.007411440196193399
93.18,0.007824047967450658
93.19,0.008666904600449695
93.2,0.008480133378880657
93.21,0.008496326472342747
93.22,0.009201011558483274
93.23,0.009353000260027633
93.24,0.008791258992622354
93.25,0.009319166076081027
93.26,0.009880907343486307
93.27,0.009118108630368169
93.28,0.0093272728199742
93.29,0.010039595580549933
93.3,0.00932822115605227
93.31,0.008883206803546572
93.32,0.009501175222935457
93.33,0.009216256315867293
93.34,0.008261924306465511
93.35,0.008500140210979284
93.36,0.008562077773755564
93.37,0.007388567961536304
93.38,0.007239923929170512
93.39,0.007601545889778874
93.4,0.00643518428821259
93.41,0.005863908674215966
93.42,0.006194572050598318
93.43,0.005387456470864158
93.44,0.004438355605634952
93.45,0.004602733859166994
93.46,0.00439499727225913
93.47,0.002837462334232383
93.48,0.002546833016371544
93.49,0.0028112556275588503
93.5,0.0015338775218856592
93.51,6.486272070482785E-4
93.52,8.573141694666374E-4
93.53,2.6936823482024954E-4
93.54,-0.001156195030922894
93.55,-0.0011766811296416205
93.56,-0.0013305665033421198
93.57,-0.002726588590395293
93.58,-0.0032187750149133497
93.59,-0.003085834612227417
93.6,-0.004061621450750256
93.61,-0.0050483600414004785
93.62,-0.004667669387609428
93.63,-0.005125542361560777
93.64,-0.00627856607506131
93.65,-0.006287141888412455
93.66,-0.006252838635007877
93.67,-0.0071461916148735805
93.68,-0.007406810684586479
93.69,-0.006980385758643369
93.7,-0.007731284383556056
93.71,-0.008027155042751602
93.72,-0.007562144055309407
93.73,-0.007937114101145651
93.74,-0.008292067117721139
93.75,-0.007967134546455722
93.76,-0.0078041838956218485
93.77,-0.008339239189733498
93.78,-0.008100064751979524
93.79,-0.0076245506875436565
93.8,-0.00801525495454615
93.81,-0.007858024911667082
93.82,-0.007237201286881861
93.83,-0.007392524460442659
93.84,-0.007417303564418022
93.85,-0.006397199859279163
93.86,-0.006150397944252114
93.87,-0.006390061845788317
93.88,-0.005506233015351828
93.89,-0.004693396827662861
93.9,-0.00483347524383964
93.91,-0.004382750480541265
93.92,-0.003213533673578643
93.93,-0.003056772700157546
93.94,-0.0029052632652332854
93.95,-0.001820835861379778
93.96,-0.001104729953653898
93.97,-0.0010242131614771608
93.98,-2.909454298868625E-4
93.99,7.186653954204545E-4
94.0,6.32426975572698E-4
94.01,9.197299791468034E-4
94.02,0.0020727465546338452
94.03,0.002290965824211122
94.04,0.002283817613558147
94.05,0.003168604977234836
94.06,0.0038537523007347056
94.07,0.003803235559543779
94.08,0.004259691127959089
94.09,0.00530836728138559
94.1,0.005461793782790249
94.11,0.005427949401681512
94.12,0.006453294448155078
94.13,0.006929267384886785
94.14,0.006650538155231399
94.15,0.007432884828152325
94.16,0.007876940647417823
94.17,0.007454319262949122
94.18,0.007841209791315078
94.19,0.008505860818934091
94.2,0.008212835167972754
94.21,0.008061325733048493
94.22,0.008860344766051608
94.23,0.0086731044750246
94.24,0.008150897605196473
94.25,0.008539205539098468
94.26,0.00862973594448665
94.27,0.008040839634329765
94.28,0.00791267150352057
94.29,0.008297165698786028
94.3,0.007590594137651492
94.31,0.00727326864933489
94.32,0.007783555036633305
94.33,0.007087925030464021
94.34,0.006382301805407555
94.35,0.006423753269465107
94.36,0.006210765144060408
94.37,0.005333136188198823
94.38,0.004820004792666201
94.39,0.004919580080863495
94.4,0.003995727389067623
94.41,0.0031361983959863966
